prefecture_id,name,name_hira,name_kata,logo_url,url_domain
1,上士幌町,かみしほろちょう,カミシホロチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/上士幌町.png,https://www.kamishihoro.jp
1,鹿追町,しかおいちょう,シカオイチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/鹿追町.png,https://www.town.shikaoi.lg.jp
1,新得町,しんとくちょう,シントクチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/新得町.png,https://www.shintoku-town.jp
1,清水町,しみずちょう,シミズチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/清水町.png,http://www.town.shimizu.shizuoka.jp
1,芽室町,めむろちょう,メムロチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/芽室町.png,https://www.memuro.net
1,中札内村,なかさつないむら,ナカサツナイムラ,https://storage.googleapis.com/hojokin-dock-public/logo_images/中札内村.png,https://www.vill.nakasatsunai.hokkaido.jp
1,更別村,さらべつむら,サラベツムラ,https://storage.googleapis.com/hojokin-dock-public/logo_images/更別村.png,https://www.sarabetsu.jp
1,大樹町,たいきちょう,タイキチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/大樹町.png,https://www.town.taiki.hokkaido.jp
1,広尾町,ひろおちょう,ヒロオチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/広尾町.png,https://www.town.hiroo.lg.jp
1,幕別町,まくべつちょう,マクベツチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/幕別町.png,https://www.town.makubetsu.lg.jp
1,池田町,いけだちょう,イケダチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/池田町.png,https://www.town.ikeda.fukui.jp
1,豊頃町,とよころちょう,トヨコロチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/豊頃町.png,http://www.toyokoro.jp
1,本別町,ほんべつちょう,ホンベツチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/本別町.png,https://www.town.honbetsu.hokkaido.jp
1,足寄町,あしょろちょう,アショロチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/足寄町.png,https://www.town.ashoro.hokkaido.jp
1,陸別町,りくべつちょう,リクベツチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/陸別町.png,https://www.rikubetsu.jp
1,浦幌町,うらほろちょう,ウラホロチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/浦幌町.png,https://www.urahoro.jp
1,釧路町,くしろちょう,クシロチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/釧路町.png,http://www.town.kushiro.lg.jp
1,厚岸町,あっけしちょう,アッケシチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/厚岸町.png,https://www.akkeshi-town.jp
1,浜中町,はまなかちょう,ハマナカチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/浜中町.png,https://www.townhamanaka.jp
1,標茶町,しべちゃちょう,シベチャチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/標茶町.png,https://town.shibecha.hokkaido.jp
1,弟子屈町,てしかがちょう,テシカガチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/弟子屈町.png,https://www.town.teshikaga.hokkaido.jp
1,鶴居村,つるいむら,ツルイムラ,https://storage.googleapis.com/hojokin-dock-public/logo_images/鶴居村.png,https://www.vill.tsurui.lg.jp
1,白糠町,しらぬかちょう,シラヌカチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/白糠町.png,https://www.town.shiranuka.lg.jp
1,別海町,べつかいちょう,ベツカイチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/別海町.png,https://betsukai.jp
1,中標津町,なかしべつちょう,ナカシベツチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/中標津町.png,http://www.nakashibetsu.jp
1,標津町,しべつちょう,シベツチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/標津町.png,https://www.shibetsutown.jp
1,羅臼町,らうすちょう,ラウスチョウ,https://storage.googleapis.com/hojokin-dock-public/logo_images/羅臼町.png,https://www.rausu-town.jp
1,色丹村,しこたんむら,シコタンムラ,https://storage.googleapis.com/hojokin-dock-public/logo_images/色丹村.png,
1,泊村,とまりむら,トマリムラ,https://storage.googleapis.com/hojokin-dock-public/logo_images/泊村.png,http://www.vill.tomari.hokkaido.jp
1,留夜別村,るやべつむら,ルヤベツムラ,https://storage.googleapis.com/hojokin-dock-public/logo_images/留夜別村.png,
1,留別村,るべつむら,ルベツムラ,https://storage.googleapis.com/hojokin-dock-public/logo_images/留別村.png,
